OCC_CODE,REPORT_DATE,NAICS,VALUE
29-1223,2019-05-01,621300,0
29-1248,2019-05-01,621300,154550
31-1131,2019-05-01,621300,29510
21-1021,2019-05-01,621400,41510
21-1022,2019-05-01,621400,58870
21-1023,2019-05-01,621400,44040
21-1029,2019-05-01,621400,50590
29-1021,2019-05-01,621400,149490
29-1022,2019-05-01,621400,0
29-1051,2019-05-01,621400,147210
29-1071,2019-05-01,621400,119090
29-1141,2019-05-01,621400,76920
29-1151,2019-05-01,621400,0
29-1171,2019-05-01,621400,115780
29-1211,2019-05-01,621400,0
29-1215,2019-05-01,621400,0
29-1216,2019-05-01,621400,0
29-1218,2019-05-01,621400,0
29-1221,2019-05-01,621400,194120
29-1223,2019-05-01,621400,0
29-1248,2019-05-01,621400,0
31-1131,2019-05-01,621400,35530
21-1022,2019-05-01,621500,49480
29-1051,2019-05-01,621500,128610
29-1071,2019-05-01,621500,98350
29-1141,2019-05-01,621500,65170
29-1171,2019-05-01,621500,102920
29-1215,2019-05-01,621500,190030
29-1216,2019-05-01,621500,0
29-1248,2019-05-01,621500,0
31-1131,2019-05-01,621500,30370
21-1021,2019-05-01,621600,54290
21-1022,2019-05-01,621600,58130
21-1023,2019-05-01,621600,48750
21-1029,2019-05-01,621600,56110
29-1051,2019-05-01,621600,124770
29-1071,2019-05-01,621600,102000
29-1141,2019-05-01,621600,69160
29-1151,2019-05-01,621600,186380
29-1171,2019-05-01,621600,106320
29-1215,2019-05-01,621600,188530
29-1216,2019-05-01,621600,0
29-1223,2019-05-01,621600,0
31-1131,2019-05-01,621600,28600
21-1022,2019-05-01,621900,61950
21-1023,2019-05-01,621900,63530
21-1029,2019-05-01,621900,81870
29-1021,2019-05-01,621900,155270
29-1051,2019-05-01,621900,123330
29-1071,2019-05-01,621900,105940
29-1141,2019-05-01,621900,70800
29-1151,2019-05-01,621900,151620
29-1171,2019-05-01,621900,105510
29-1215,2019-05-01,621900,192830
29-1221,2019-05-01,621900,0
29-1248,2019-05-01,621900,0
31-1131,2019-05-01,621900,30120
21-1021,2019-05-01,622100,52910
21-1022,2019-05-01,622100,63520
21-1023,2019-05-01,622100,58470
21-1029,2019-05-01,622100,73020
29-1021,2019-05-01,622100,139730
29-1022,2019-05-01,622100,74530
29-1023,2019-05-01,622100,103690
29-1029,2019-05-01,622100,117460
29-1051,2019-05-01,622100,130060
29-1071,2019-05-01,622100,115310
29-1141,2019-05-01,622100,75030
29-1151,2019-05-01,622100,187680
29-1171,2019-05-01,622100,114990
29-1211,2019-05-01,622100,0
29-1215,2019-05-01,622100,205250
29-1216,2019-05-01,622100,157110
29-1218,2019-05-01,622100,0
29-1221,2019-05-01,622100,161420
29-1223,2019-05-01,622100,0
29-1248,2019-05-01,622100,0
31-1131,2019-05-01,622100,31090
21-1021,2019-05-01,622200,52180
21-1022,2019-05-01,622200,56140
21-1023,2019-05-01,622200,51800
21-1029,2019-05-01,622200,47510
29-1021,2019-05-01,622200,145650
29-1051,2019-05-01,622200,121870
29-1071,2019-05-01,622200,100780
29-1141,2019-05-01,622200,71570
29-1171,2019-05-01,622200,109810
29-1215,2019-05-01,622200,206640
29-1216,2019-05-01,622200,0
29-1223,2019-05-01,622200,0
31-1131,2019-05-01,622200,30400
21-1021,2019-05-01,622300,40490
21-1022,2019-05-01,622300,63780
21-1023,2019-05-01,622300,61940
21-1029,2019-05-01,622300,50450
29-1021,2019-05-01,622300,135210
29-1051,2019-05-01,622300,126600
29-1071,2019-05-01,622300,115140
29-1141,2019-05-01,622300,77460
29-1151,2019-05-01,622300,176650
29-1171,2019-05-01,622300,118870
29-1211,2019-05-01,622300,0
29-1215,2019-05-01,622300,0
29-1216,2019-05-01,622300,189010
29-1221,2019-05-01,622300,165520
29-1223,2019-05-01,622300,175900
29-1248,2019-05-01,622300,0
31-1131,2019-05-01,622300,31780
21-1021,2019-05-01,623100,47730
21-1022,2019-05-01,623100,52810
21-1023,2019-05-01,623100,51770
21-1029,2019-05-01,623100,48010
29-1021,2019-05-01,623100,129970
29-1051,2019-05-01,623100,124720
29-1071,2019-05-01,623100,119720
29-1141,2019-05-01,623100,66840
29-1171,2019-05-01,623100,0
29-1215,2019-05-01,623100,173880
29-1216,2019-05-01,623100,190410
29-1223,2019-05-01,623100,0
31-1131,2019-05-01,623100,28910
21-1021,2019-05-01,623200,40180
21-1022,2019-05-01,623200,45050
21-1023,2019-05-01,623200,37180
29-1021,2019-05-01,623200,171230
29-1051,2019-05-01,623200,137320
29-1071,2019-05-01,623200,115720
29-1141,2019-05-01,623200,64800
29-1171,2019-05-01,623200,120070
29-1215,2019-05-01,623200,0
29-1223,2019-05-01,623200,0
31-1131,2019-05-01,623200,27360
21-1021,2019-05-01,623300,38560
21-1022,2019-05-01,623300,51240
21-1023,2019-05-01,623300,42100
21-1029,2019-05-01,623300,45670
29-1051,2019-05-01,623300,124990
29-1141,2019-05-01,623300,64640
29-1171,2019-05-01,623300,113400
31-1131,2019-05-01,623300,28590
21-1021,2019-05-01,623900,39120
21-1022,2019-05-01,623900,47850
21-1023,2019-05-01,623900,41590
21-1029,2019-05-01,623900,45510
29-1051,2019-05-01,623900,122000
29-1071,2019-05-01,623900,109690
29-1141,2019-05-01,623900,64220
29-1171,2019-05-01,623900,100150
29-1221,2019-05-01,623900,81020
29-1223,2019-05-01,623900,0
31-1131,2019-05-01,623900,26850
21-1021,2019-05-01,624100,41250
21-1022,2019-05-01,624100,48080
21-1023,2019-05-01,624100,44420
21-1029,2019-05-01,624100,43240
29-1021,2019-05-01,624100,145270
29-1051,2019-05-01,624100,125360
29-1071,2019-05-01,624100,118700
29-1141,2019-05-01,624100,62870
29-1171,2019-05-01,624100,104580
29-1215,2019-05-01,624100,190640
29-1221,2019-05-01,624100,155660
29-1223,2019-05-01,624100,0
31-1131,2019-05-01,624100,26870
21-1021,2019-05-01,624200,40190
21-1022,2019-05-01,624200,44210
21-1023,2019-05-01,624200,40150
21-1029,2019-05-01,624200,38390
29-1141,2019-05-01,624200,65360
29-1171,2019-05-01,624200,131050
29-1223,2019-05-01,624200,0
31-1131,2019-05-01,624200,28960
21-1021,2019-05-01,624300,40240
21-1022,2019-05-01,624300,48080
21-1023,2019-05-01,624300,37050
21-1029,2019-05-01,624300,39810
29-1141,2019-05-01,624300,62770
29-1171,2019-05-01,624300,117380
29-1223,2019-05-01,624300,0
31-1131,2019-05-01,624300,26850
21-1021,2019-05-01,624400,38650
21-1022,2019-05-01,624400,40000
21-1023,2019-05-01,624400,57160
21-1029,2019-05-01,624400,37130
29-1141,2019-05-01,624400,59830
31-1131,2019-05-01,624400,22270
29-1141,2019-05-01,711200,45110
29-1141,2019-05-01,711300,59980
29-1141,2019-05-01,712100,52360
21-1021,2019-05-01,713900,31850
29-1141,2019-05-01,713900,69440
29-1141,2019-05-01,721100,80040
29-1141,2019-05-01,721200,56730
29-1071,2019-05-01,812100,119090
29-1141,2019-05-01,812100,66490
29-1171,2019-05-01,812100,104840
21-1021,2019-05-01,813100,45500
21-1022,2019-05-01,813100,75630
21-1023,2019-05-01,813100,48540
21-1029,2019-05-01,813100,30070
29-1141,2019-05-01,813100,78570
29-1171,2019-05-01,813100,129280
31-1131,2019-05-01,813100,32130
21-1021,2019-05-01,813200,43890
21-1022,2019-05-01,813200,57090
21-1023,2019-05-01,813200,52820
21-1029,2019-05-01,813200,43920
29-1141,2019-05-01,813200,62300
29-1171,2019-05-01,813200,120120
31-1131,2019-05-01,813200,26500
21-1021,2019-05-01,813300,41470
21-1022,2019-05-01,813300,48290
21-1023,2019-05-01,813300,44280
21-1029,2019-05-01,813300,44230
29-1141,2019-05-01,813300,61820
29-1171,2019-05-01,813300,78750
31-1131,2019-05-01,813300,34880
21-1021,2019-05-01,813400,38580
21-1022,2019-05-01,813400,40440
21-1023,2019-05-01,813400,50450
21-1029,2019-05-01,813400,29130
29-1141,2019-05-01,813400,63370
31-1131,2019-05-01,813400,23030
21-1021,2019-05-01,813900,46860
21-1022,2019-05-01,813900,47080
29-1141,2019-05-01,813900,70280
29-1171,2019-05-01,813900,92750
21-1029,2019-05-01,999100,78260
29-1029,2019-05-01,999100,120040
29-1051,2019-05-01,999100,119320
29-1071,2019-05-01,999100,101140
29-1141,2019-05-01,999100,86690
31-1131,2019-05-01,999100,38840
21-1021,2019-05-01,999200,49160
21-1022,2019-05-01,999200,52590
21-1023,2019-05-01,999200,53500
21-1029,2019-05-01,999200,45410
29-1021,2019-05-01,999200,150850
29-1051,2019-05-01,999200,116010
29-1071,2019-05-01,999200,107500
29-1141,2019-05-01,999200,70120
29-1171,2019-05-01,999200,95000
29-1215,2019-05-01,999200,0
29-1216,2019-05-01,999200,188850
29-1223,2019-05-01,999200,190140
31-1131,2019-05-01,999200,34920
21-1021,2019-05-01,999300,53970
21-1022,2019-05-01,999300,54580
21-1023,2019-05-01,999300,53190
21-1029,2019-05-01,999300,64730
29-1021,2019-05-01,999300,149520
29-1051,2019-05-01,999300,129090
29-1071,2019-05-01,999300,105980
29-1141,2019-05-01,999300,68610
29-1151,2019-05-01,999300,179160
29-1171,2019-05-01,999300,107230
29-1215,2019-05-01,999300,202200
29-1216,2019-05-01,999300,200960
29-1221,2019-05-01,999300,184190
29-1223,2019-05-01,999300,0
29-1248,2019-05-01,999300,0
31-1131,2019-05-01,999300,31650
29-1141,2019-05-01,3250A1,76530
29-1141,2019-05-01,3320A1,65950
29-1141,2019-05-01,3330A1,73010
29-1051,2019-05-01,4240A2,125210
29-1141,2019-05-01,4240A2,78360
29-1051,2019-05-01,4450A1,132750
31-1131,2019-05-01,4450A1,29550
29-1051,2019-05-01,5320A1,121410
29-1141,2019-05-01,5320A1,62130
29-1141,2020-05-01,221100,71340
29-1141,2020-05-01,311400,62210
29-1141,2020-05-01,311600,64660
29-1141,2020-05-01,322100,70340
29-1141,2020-05-01,324100,87390
29-1051,2020-05-01,325400,128070
29-1141,2020-05-01,325400,85210
29-1141,2020-05-01,327000,73550
29-1141,2020-05-01,334500,75230
29-1141,2020-05-01,336100,75850
29-1141,2020-05-01,336300,75410
29-1141,2020-05-01,336400,90460
29-1021,2020-05-01,339100,130150
29-1141,2020-05-01,339100,76950
29-1171,2020-05-01,339100,110710
29-1051,2020-05-01,423400,127910
29-1141,2020-05-01,423400,66600
29-1171,2020-05-01,423400,114000
29-1051,2020-05-01,425100,125560
29-1141,2020-05-01,425100,79090
21-1022,2020-05-01,446100,49100
29-1051,2020-05-01,446100,125730
29-1141,2020-05-01,446100,80390
29-1171,2020-05-01,446100,112940
31-1131,2020-05-01,446100,35920
29-1051,2020-05-01,454100,132010
29-1141,2020-05-01,454100,80680
29-1051,2020-05-01,454300,124990
29-1141,2020-05-01,491100,73850
29-1051,2020-05-01,493100,132240
29-1141,2020-05-01,493100,71080
29-1141,2020-05-01,512100,0
31-1131,2020-05-01,512100,0
29-1141,2020-05-01,518200,0
21-1022,2020-05-01,524100,66300
21-1023,2020-05-01,524100,71260
21-1029,2020-05-01,524100,65990
29-1021,2020-05-01,524100,140570
29-1051,2020-05-01,524100,126540
29-1141,2020-05-01,524100,77910
29-1171,2020-05-01,524100,118280
29-1215,2020-05-01,524100,0
31-1131,2020-05-01,524100,35220
21-1022,2020-05-01,524200,58140
21-1023,2020-05-01,524200,54840
29-1051,2020-05-01,524200,125230
29-1141,2020-05-01,524200,72830
29-1171,2020-05-01,524200,100950
29-1215,2020-05-01,524200,190070
29-1141,2020-05-01,525900,83350
21-1021,2020-05-01,531000,41840
21-1022,2020-05-01,531000,58120
21-1029,2020-05-01,531000,46480
21-1021,2020-05-01,541100,50570
21-1029,2020-05-01,541100,58750
29-1141,2020-05-01,541100,71180
21-1022,2020-05-01,541200,57450
29-1141,2020-05-01,541200,76680
29-1171,2020-05-01,541200,106990
29-1141,2020-05-01,541300,77300
21-1022,2020-05-01,541500,74740
29-1051,2020-05-01,541500,111400
29-1141,2020-05-01,541500,74140
29-1171,2020-05-01,541500,109740
21-1021,2020-05-01,541600,47300
21-1022,2020-05-01,541600,57320
21-1023,2020-05-01,541600,45700
21-1029,2020-05-01,541600,49900
29-1051,2020-05-01,541600,122240
29-1071,2020-05-01,541600,119080
29-1141,2020-05-01,541600,77670
29-1171,2020-05-01,541600,101620
29-1215,2020-05-01,541600,0
21-1021,2020-05-01,541700,53510
21-1022,2020-05-01,541700,61000
21-1023,2020-05-01,541700,52420
29-1051,2020-05-01,541700,127460
29-1071,2020-05-01,541700,125410
29-1141,2020-05-01,541700,78950
29-1171,2020-05-01,541700,112230
29-1215,2020-05-01,541700,192550
29-1216,2020-05-01,541700,199160
29-1223,2020-05-01,541700,178480
29-1248,2020-05-01,541700,81940
31-1131,2020-05-01,541700,38010
21-1021,2020-05-01,541900,43280
21-1022,2020-05-01,541900,57240
29-1051,2020-05-01,541900,125330
29-1141,2020-05-01,541900,77050
29-1171,2020-05-01,541900,105400
21-1021,2020-05-01,551100,47680
21-1022,2020-05-01,551100,59110
21-1023,2020-05-01,551100,44070
21-1029,2020-05-01,551100,62030
29-1021,2020-05-01,551100,154860
29-1051,2020-05-01,551100,134000
29-1071,2020-05-01,551100,116340
29-1141,2020-05-01,551100,79660
29-1171,2020-05-01,551100,109320
29-1215,2020-05-01,551100,206360
29-1216,2020-05-01,551100,0
29-1221,2020-05-01,551100,189450
29-1223,2020-05-01,551100,204550
29-1248,2020-05-01,551100,0
31-1131,2020-05-01,551100,32850
21-1021,2020-05-01,561100,37620
21-1022,2020-05-01,561100,59140
21-1023,2020-05-01,561100,48590
21-1029,2020-05-01,561100,0
29-1051,2020-05-01,561100,130630
29-1071,2020-05-01,561100,0
29-1141,2020-05-01,561100,81350
29-1171,2020-05-01,561100,113000
29-1141,2020-05-01,561200,74100
31-1131,2020-05-01,561200,34840
21-1021,2020-05-01,561300,53990
21-1022,2020-05-01,561300,57400
21-1023,2020-05-01,561300,46440
21-1029,2020-05-01,561300,62220
29-1021,2020-05-01,561300,157830
29-1051,2020-05-01,561300,123200
29-1071,2020-05-01,561300,115780
29-1141,2020-05-01,561300,71770
29-1151,2020-05-01,561300,154830
29-1171,2020-05-01,561300,108430
29-1215,2020-05-01,561300,206550
29-1216,2020-05-01,561300,0
29-1221,2020-05-01,561300,0
29-1223,2020-05-01,561300,200100
29-1248,2020-05-01,561300,193640
31-1131,2020-05-01,561300,31330
29-1051,2020-05-01,561400,122060
29-1141,2020-05-01,561400,99870
21-1021,2020-05-01,611100,61250
21-1022,2020-05-01,611100,60690
21-1023,2020-05-01,611100,51640
21-1029,2020-05-01,611100,44330
29-1141,2020-05-01,611100,59260
29-1171,2020-05-01,611100,61320
29-1223,2020-05-01,611100,181130
31-1131,2020-05-01,611100,29190
21-1021,2020-05-01,611200,58730
21-1022,2020-05-01,611200,68450
21-1029,2020-05-01,611200,45530
29-1021,2020-05-01,611200,117170
29-1141,2020-05-01,611200,70470
29-1171,2020-05-01,611200,119130
31-1131,2020-05-01,611200,47220
21-1021,2020-05-01,611300,56410
21-1022,2020-05-01,611300,61830
21-1023,2020-05-01,611300,52190
21-1029,2020-05-01,611300,56660
29-1021,2020-05-01,611300,105880
29-1022,2020-05-01,611300,59420
29-1023,2020-05-01,611300,71370
29-1029,2020-05-01,611300,89020
29-1051,2020-05-01,611300,129510
29-1071,2020-05-01,611300,110730
29-1141,2020-05-01,611300,77650
29-1151,2020-05-01,611300,189360
29-1171,2020-05-01,611300,107670
29-1211,2020-05-01,611300,63050
29-1215,2020-05-01,611300,167310
29-1216,2020-05-01,611300,131210
29-1218,2020-05-01,611300,90020
29-1221,2020-05-01,611300,64830
29-1223,2020-05-01,611300,148550
29-1248,2020-05-01,611300,76610
31-1131,2020-05-01,611300,40710
21-1021,2020-05-01,611400,45990
29-1141,2020-05-01,611400,61470
21-1021,2020-05-01,611500,52800
29-1141,2020-05-01,611500,62580
31-1131,2020-05-01,611500,36260
21-1021,2020-05-01,611600,52780
29-1141,2020-05-01,611600,60000
21-1021,2020-05-01,611700,50980
21-1022,2020-05-01,611700,50250
21-1023,2020-05-01,611700,52470
21-1029,2020-05-01,611700,65720
29-1141,2020-05-01,611700,64000
21-1021,2020-05-01,621100,46480
21-1022,2020-05-01,621100,53650
21-1023,2020-05-01,621100,55060
21-1029,2020-05-01,621100,40180
29-1021,2020-05-01,621100,152400
29-1022,2020-05-01,621100,174460
29-1023,2020-05-01,621100,0
29-1029,2020-05-01,621100,135840
29-1051,2020-05-01,621100,134260
29-1071,2020-05-01,621100,113460
29-1141,2020-05-01,621100,68730
29-1151,2020-05-01,621100,172220
29-1171,2020-05-01,621100,108420
29-1211,2020-05-01,621100,0
29-1215,2020-05-01,621100,0
29-1216,2020-05-01,621100,0
29-1218,2020-05-01,621100,0
29-1221,2020-05-01,621100,180740
29-1223,2020-05-01,621100,203810
29-1248,2020-05-01,621100,0
31-1131,2020-05-01,621100,31430
21-1022,2020-05-01,621200,60380
29-1021,2020-05-01,621200,160670
29-1022,2020-05-01,621200,0
29-1023,2020-05-01,621200,0
29-1024,2020-05-01,621200,0
29-1029,2020-05-01,621200,167610
29-1141,2020-05-01,621200,68750
21-1021,2020-05-01,621300,45360
21-1022,2020-05-01,621300,56480
21-1023,2020-05-01,621300,51930
21-1029,2020-05-01,621300,58870
29-1021,2020-05-01,621300,0
29-1051,2020-05-01,621300,126490
29-1071,2020-05-01,621300,112200
29-1141,2020-05-01,621300,71570
29-1151,2020-05-01,621300,180650
29-1171,2020-05-01,621300,109200
29-1211,2020-05-01,621300,133670
29-1215,2020-05-01,621300,171110
29-1216,2020-05-01,621300,0
29-1218,2020-05-01,621300,181560
29-1221,2020-05-01,621300,199920
29-1223,2020-05-01,621300,0
29-1248,2020-05-01,621300,206480
31-1131,2020-05-01,621300,29820
21-1021,2020-05-01,621400,41250
21-1022,2020-05-01,621400,59560
21-1023,2020-05-01,621400,46940
21-1029,2020-05-01,621400,50610
29-1021,2020-05-01,621400,153970
29-1022,2020-05-01,621400,0
29-1051,2020-05-01,621400,152400
29-1071,2020-05-01,621400,124610
29-1141,2020-05-01,621400,79310
29-1151,2020-05-01,621400,0
29-1171,2020-05-01,621400,118030
29-1211,2020-05-01,621400,0
29-1215,2020-05-01,621400,0
29-1216,2020-05-01,621400,0
29-1218,2020-05-01,621400,0
29-1221,2020-05-01,621400,197820
29-1223,2020-05-01,621400,0
29-1248,2020-05-01,621400,0
31-1131,2020-05-01,621400,37230
21-1022,2020-05-01,621500,51610
29-1051,2020-05-01,621500,136320
29-1071,2020-05-01,621500,102050
29-1141,2020-05-01,621500,65860
29-1171,2020-05-01,621500,105840
29-1215,2020-05-01,621500,0
29-1216,2020-05-01,621500,0
29-1248,2020-05-01,621500,0
31-1131,2020-05-01,621500,31560
21-1021,2020-05-01,621600,55730
21-1022,2020-05-01,621600,59380
21-1023,2020-05-01,621600,46750
21-1029,2020-05-01,621600,48980
29-1051,2020-05-01,621600,122210
29-1071,2020-05-01,621600,86650
29-1141,2020-05-01,621600,70720
29-1151,2020-05-01,621600,196720
29-1171,2020-05-01,621600,108300
29-1215,2020-05-01,621600,177270
29-1216,2020-05-01,621600,0
29-1223,2020-05-01,621600,0
31-1131,2020-05-01,621600,29210
21-1022,2020-05-01,621900,61000
21-1023,2020-05-01,621900,75070
29-1021,2020-05-01,621900,168840
29-1051,2020-05-01,621900,126500
29-1071,2020-05-01,621900,101000
29-1141,2020-05-01,621900,72570
29-1171,2020-05-01,621900,106700
29-1215,2020-05-01,621900,186180
29-1216,2020-05-01,621900,133060
29-1221,2020-05-01,621900,141160
29-1248,2020-05-01,621900,0
31-1131,2020-05-01,621900,30470
21-1021,2020-05-01,622100,54310
21-1022,2020-05-01,622100,64210
21-1023,2020-05-01,622100,64560
21-1029,2020-05-01,622100,75890
29-1021,2020-05-01,622100,129490
29-1022,2020-05-01,622100,72400
29-1023,2020-05-01,622100,109360
29-1029,2020-05-01,622100,112630
29-1051,2020-05-01,622100,131650
29-1071,2020-05-01,622100,118680
29-1141,2020-05-01,622100,76830
29-1151,2020-05-01,622100,193440
29-1171,2020-05-01,622100,117080
29-1211,2020-05-01,622100,0
29-1215,2020-05-01,622100,196370
29-1216,2020-05-01,622100,144410
29-1218,2020-05-01,622100,0
29-1221,2020-05-01,622100,163370
29-1223,2020-05-01,622100,201200
29-1248,2020-05-01,622100,0
31-1131,2020-05-01,622100,32140
21-1021,2020-05-01,622200,47060
21-1022,2020-05-01,622200,56860
21-1023,2020-05-01,622200,54700
21-1029,2020-05-01,622200,53130
29-1021,2020-05-01,622200,152780
29-1051,2020-05-01,622200,122710
29-1071,2020-05-01,622200,107640
29-1141,2020-05-01,622200,73570
29-1171,2020-05-01,622200,113450
29-1215,2020-05-01,622200,0
29-1216,2020-05-01,622200,0
29-1223,2020-05-01,622200,0
31-1131,2020-05-01,622200,31370
21-1021,2020-05-01,622300,56980
21-1022,2020-05-01,622300,66100
21-1023,2020-05-01,622300,67180
29-1021,2020-05-01,622300,128040
29-1051,2020-05-01,622300,127910
29-1071,2020-05-01,622300,119050
29-1141,2020-05-01,622300,79270
29-1151,2020-05-01,622300,197940
29-1171,2020-05-01,622300,123600
29-1211,2020-05-01,622300,0
29-1215,2020-05-01,622300,0
29-1216,2020-05-01,622300,123500
29-1221,2020-05-01,622300,162790
29-1223,2020-05-01,622300,144330
29-1248,2020-05-01,622300,0
31-1131,2020-05-01,622300,32670
21-1021,2020-05-01,623100,50180
21-1022,2020-05-01,623100,53570
21-1023,2020-05-01,623100,54320
21-1029,2020-05-01,623100,55670
29-1021,2020-05-01,623100,125870
29-1051,2020-05-01,623100,127180
29-1071,2020-05-01,623100,120630
29-1141,2020-05-01,623100,68920
29-1171,2020-05-01,623100,0
29-1215,2020-05-01,623100,174470
29-1216,2020-05-01,623100,168560
31-1131,2020-05-01,623100,30120
21-1021,2020-05-01,623200,42440
21-1022,2020-05-01,623200,45820
21-1023,2020-05-01,623200,38320
21-1029,2020-05-01,623200,61140
29-1051,2020-05-01,623200,129340
29-1071,2020-05-01,623200,120300
29-1141,2020-05-01,623200,66520
29-1171,2020-05-01,623200,123750
29-1215,2020-05-01,623200,0
29-1223,2020-05-01,623200,0
31-1131,2020-05-01,623200,29030
21-1021,2020-05-01,623300,58480
21-1022,2020-05-01,623300,52070
21-1023,2020-05-01,623300,47360
21-1029,2020-05-01,623300,42930
29-1051,2020-05-01,623300,128710
29-1141,2020-05-01,623300,67720
29-1171,2020-05-01,623300,118990
31-1131,2020-05-01,623300,30020
21-1021,2020-05-01,623900,41210
21-1022,2020-05-01,623900,50070
21-1023,2020-05-01,623900,45380
21-1029,2020-05-01,623900,41140
29-1051,2020-05-01,623900,124870
29-1071,2020-05-01,623900,114090
29-1141,2020-05-01,623900,66200
29-1171,2020-05-01,623900,108200
29-1221,2020-05-01,623900,83320
29-1223,2020-05-01,623900,0
31-1131,2020-05-01,623900,27410
21-1021,2020-05-01,624100,42260
21-1022,2020-05-01,624100,48280
21-1023,2020-05-01,624100,44380
21-1029,2020-05-01,624100,46190
29-1021,2020-05-01,624100,138180
29-1051,2020-05-01,624100,128200
29-1071,2020-05-01,624100,115280
29-1141,2020-05-01,624100,64970
29-1171,2020-05-01,624100,108890
29-1215,2020-05-01,624100,0
29-1223,2020-05-01,624100,0
31-1131,2020-05-01,624100,28130
21-1021,2020-05-01,624200,39930
21-1022,2020-05-01,624200,46060
21-1023,2020-05-01,624200,42620
21-1029,2020-05-01,624200,39530
29-1141,2020-05-01,624200,66670
29-1171,2020-05-01,624200,137570
29-1223,2020-05-01,624200,0
31-1131,2020-05-01,624200,29480
21-1021,2020-05-01,624300,40670
21-1022,2020-05-01,624300,49860
21-1023,2020-05-01,624300,38680
21-1029,2020-05-01,624300,42880
29-1141,2020-05-01,624300,62420
29-1171,2020-05-01,624300,114220
29-1223,2020-05-01,624300,201950
31-1131,2020-05-01,624300,28080
21-1021,2020-05-01,624400,39240
21-1022,2020-05-01,624400,51510
21-1023,2020-05-01,624400,47330
21-1029,2020-05-01,624400,45650
29-1141,2020-05-01,624400,58500
31-1131,2020-05-01,624400,23190
29-1141,2020-05-01,713100,73310
21-1021,2020-05-01,713900,33550
29-1141,2020-05-01,713900,78700
29-1141,2020-05-01,721200,58950
31-1131,2020-05-01,722300,36370
29-1071,2020-05-01,812100,127360
29-1141,2020-05-01,812100,67190
29-1171,2020-05-01,812100,106660
21-1021,2020-05-01,813100,43450
21-1022,2020-05-01,813100,52440
21-1023,2020-05-01,813100,35650
21-1029,2020-05-01,813100,27410
29-1141,2020-05-01,813100,76770
29-1171,2020-05-01,813100,132270
31-1131,2020-05-01,813100,35080
21-1021,2020-05-01,813200,46160
21-1022,2020-05-01,813200,55510
21-1023,2020-05-01,813200,55370
21-1029,2020-05-01,813200,55950
29-1051,2020-05-01,813200,132330
29-1141,2020-05-01,813200,68800
29-1171,2020-05-01,813200,112120
29-1215,2020-05-01,813200,0
31-1131,2020-05-01,813200,30170
21-1021,2020-05-01,813300,41390
21-1022,2020-05-01,813300,45830
21-1023,2020-05-01,813300,46380
21-1029,2020-05-01,813300,46300
29-1141,2020-05-01,813300,64330
29-1171,2020-05-01,813300,118990
31-1131,2020-05-01,813300,33730
21-1021,2020-05-01,813400,38860
21-1023,2020-05-01,813400,52760
21-1029,2020-05-01,813400,29060
29-1141,2020-05-01,813400,65690
29-1171,2020-05-01,813400,112220
31-1131,2020-05-01,813400,25140
21-1021,2020-05-01,813900,92790
21-1022,2020-05-01,813900,67990
29-1051,2020-05-01,813900,120350
29-1141,2020-05-01,813900,67980
21-1029,2020-05-01,999100,83210
29-1029,2020-05-01,999100,194310
29-1051,2020-05-01,999100,125730
29-1071,2020-05-01,999100,106810
29-1141,2020-05-01,999100,92140
31-1131,2020-05-01,999100,40740
21-1021,2020-05-01,999200,49870
21-1022,2020-05-01,999200,50420
21-1023,2020-05-01,999200,56520
21-1029,2020-05-01,999200,46080
29-1021,2020-05-01,999200,154090
29-1051,2020-05-01,999200,115570
29-1071,2020-05-01,999200,110250
29-1141,2020-05-01,999200,70840
29-1171,2020-05-01,999200,99600
29-1215,2020-05-01,999200,0
29-1216,2020-05-01,999200,195770
29-1223,2020-05-01,999200,201510
31-1131,2020-05-01,999200,36400
21-1021,2020-05-01,999300,55580
21-1022,2020-05-01,999300,57750
21-1023,2020-05-01,999300,56930
21-1029,2020-05-01,999300,67340
29-1021,2020-05-01,999300,151010
29-1051,2020-05-01,999300,132710
29-1071,2020-05-01,999300,111240
29-1141,2020-05-01,999300,71860
29-1151,2020-05-01,999300,182910
29-1171,2020-05-01,999300,111500
29-1215,2020-05-01,999300,0
29-1216,2020-05-01,999300,202110
29-1221,2020-05-01,999300,198820
29-1223,2020-05-01,999300,0
29-1248,2020-05-01,999300,0
31-1131,2020-05-01,999300,33130
29-1141,2020-05-01,3250A1,79170
29-1141,2020-05-01,3320A1,72190
29-1141,2020-05-01,3330A1,75800
29-1051,2020-05-01,4240A2,127760
29-1141,2020-05-01,4240A2,77380
29-1051,2020-05-01,4450A1,131200
31-1131,2020-05-01,4450A1,30420
29-1051,2020-05-01,5320A1,121350
29-1141,2020-05-01,5320A1,59730
29-1141,2021-05-01,221100,78670
29-1141,2021-05-01,311400,60820
29-1141,2021-05-01,311600,62390
29-1141,2021-05-01,322100,79100
29-1141,2021-05-01,324100,88640
29-1051,2021-05-01,325400,126980
29-1141,2021-05-01,325400,100190
29-1141,2021-05-01,326100,75000
29-1141,2021-05-01,334400,82870
29-1229,2021-05-01,334500,0
29-1141,2021-05-01,336100,78070
29-1141,2021-05-01,336300,78070
29-1141,2021-05-01,336400,94340
29-1229,2021-05-01,336400,0
29-1021,2021-05-01,339100,97270
29-1141,2021-05-01,339100,77310
29-1051,2021-05-01,423400,122310
