OCC_CODE,REPORT_DATE,AREA,AREA_TITLE,NAICS,VALUE
29-1215,2020-05-01,12,Florida,61,168010
31-1131,2020-05-01,12,Florida,61,26730
21-1021,2020-05-01,13,Georgia,61,46990
21-1022,2020-05-01,13,Georgia,61,52930
29-1051,2020-05-01,13,Georgia,61,120980
29-1071,2020-05-01,13,Georgia,61,72620
29-1141,2020-05-01,13,Georgia,61,57560
29-1171,2020-05-01,13,Georgia,61,98490
29-1141,2020-05-01,15,Hawaii,61,89120
21-1021,2020-05-01,16,Idaho,61,46680
29-1141,2020-05-01,16,Idaho,61,49280
21-1021,2020-05-01,17,Illinois,61,61610
21-1022,2020-05-01,17,Illinois,61,64650
29-1051,2020-05-01,17,Illinois,61,112340
29-1071,2020-05-01,17,Illinois,61,100850
29-1141,2020-05-01,17,Illinois,61,64110
29-1171,2020-05-01,17,Illinois,61,108730
29-1223,2020-05-01,17,Illinois,61,162880
31-1131,2020-05-01,17,Illinois,61,31470
21-1021,2020-05-01,18,Indiana,61,47630
29-1141,2020-05-01,18,Indiana,61,46400
29-1171,2020-05-01,18,Indiana,61,102660
31-1131,2020-05-01,18,Indiana,61,26940
21-1021,2020-05-01,19,Iowa,61,59850
21-1029,2020-05-01,19,Iowa,61,50710
29-1071,2020-05-01,19,Iowa,61,117140
29-1141,2020-05-01,19,Iowa,61,52110
21-1021,2020-05-01,20,Kansas,61,55530
29-1141,2020-05-01,20,Kansas,61,49740
31-1131,2020-05-01,20,Kansas,61,30200
21-1021,2020-05-01,21,Kentucky,61,55400
21-1023,2020-05-01,21,Kentucky,61,48520
29-1141,2020-05-01,21,Kentucky,61,52730
21-1021,2020-05-01,22,Louisiana,61,55820
29-1141,2020-05-01,22,Louisiana,61,57790
29-1171,2020-05-01,22,Louisiana,61,94340
21-1021,2020-05-01,23,Maine,61,59530
29-1141,2020-05-01,23,Maine,61,59320
21-1021,2020-05-01,24,Maryland,61,86790
29-1141,2020-05-01,24,Maryland,61,86990
21-1021,2020-05-01,25,Massachusetts,61,64730
21-1022,2020-05-01,25,Massachusetts,61,55530
21-1023,2020-05-01,25,Massachusetts,61,55060
29-1051,2020-05-01,25,Massachusetts,61,109240
29-1141,2020-05-01,25,Massachusetts,61,76110
29-1171,2020-05-01,25,Massachusetts,61,106800
29-1215,2020-05-01,25,Massachusetts,61,195540
29-1223,2020-05-01,25,Massachusetts,61,190170
31-1131,2020-05-01,25,Massachusetts,61,46180
21-1021,2020-05-01,26,Michigan,61,56140
21-1022,2020-05-01,26,Michigan,61,60330
21-1023,2020-05-01,26,Michigan,61,48930
21-1029,2020-05-01,26,Michigan,61,40720
29-1071,2020-05-01,26,Michigan,61,103940
29-1141,2020-05-01,26,Michigan,61,60880
29-1171,2020-05-01,26,Michigan,61,102330
31-1131,2020-05-01,26,Michigan,61,38260
21-1021,2020-05-01,27,Minnesota,61,62990
21-1023,2020-05-01,27,Minnesota,61,60600
29-1141,2020-05-01,27,Minnesota,61,60410
29-1171,2020-05-01,27,Minnesota,61,121570
31-1131,2020-05-01,27,Minnesota,61,41300
21-1021,2020-05-01,28,Mississippi,61,48170
21-1023,2020-05-01,28,Mississippi,61,50270
29-1141,2020-05-01,28,Mississippi,61,54620
21-1021,2020-05-01,29,Missouri,61,45810
21-1022,2020-05-01,29,Missouri,61,57260
29-1051,2020-05-01,29,Missouri,61,130220
29-1071,2020-05-01,29,Missouri,61,105560
29-1141,2020-05-01,29,Missouri,61,57300
29-1151,2020-05-01,29,Missouri,61,165360
31-1131,2020-05-01,29,Missouri,61,21530
21-1021,2020-05-01,30,Montana,61,39790
29-1141,2020-05-01,30,Montana,61,62350
21-1021,2020-05-01,31,Nebraska,61,48560
29-1141,2020-05-01,31,Nebraska,61,60090
31-1131,2020-05-01,31,Nebraska,61,30910
21-1021,2020-05-01,32,Nevada,61,45690
29-1141,2020-05-01,32,Nevada,61,55720
31-1131,2020-05-01,32,Nevada,61,31880
21-1021,2020-05-01,33,New Hampshire,61,65940
29-1141,2020-05-01,33,New Hampshire,61,59820
31-1131,2020-05-01,33,New Hampshire,61,36920
21-1021,2020-05-01,34,New Jersey,61,77870
21-1022,2020-05-01,34,New Jersey,61,65650
29-1141,2020-05-01,34,New Jersey,61,73830
29-1171,2020-05-01,34,New Jersey,61,113760
31-1131,2020-05-01,34,New Jersey,61,33150
21-1021,2020-05-01,35,New Mexico,61,58900
29-1141,2020-05-01,35,New Mexico,61,57470
31-1131,2020-05-01,35,New Mexico,61,25610
21-1021,2020-05-01,36,New York,61,82960
21-1022,2020-05-01,36,New York,61,62120
21-1023,2020-05-01,36,New York,61,57140
29-1051,2020-05-01,36,New York,61,123380
29-1071,2020-05-01,36,New York,61,116620
29-1141,2020-05-01,36,New York,61,61870
29-1151,2020-05-01,36,New York,61,191200
29-1171,2020-05-01,36,New York,61,113410
29-1216,2020-05-01,36,New York,61,158220
31-1131,2020-05-01,36,New York,61,38900
21-1021,2020-05-01,37,North Carolina,61,53460
29-1051,2020-05-01,37,North Carolina,61,101040
29-1141,2020-05-01,37,North Carolina,61,58170
31-1131,2020-05-01,37,North Carolina,61,35520
21-1021,2020-05-01,38,North Dakota,61,76160
21-1021,2020-05-01,39,Ohio,61,52550
21-1022,2020-05-01,39,Ohio,61,56760
21-1023,2020-05-01,39,Ohio,61,46690
21-1029,2020-05-01,39,Ohio,61,53220
29-1071,2020-05-01,39,Ohio,61,38120
29-1141,2020-05-01,39,Ohio,61,61850
29-1171,2020-05-01,39,Ohio,61,38120
29-1215,2020-05-01,39,Ohio,61,117320
31-1131,2020-05-01,39,Ohio,61,33660
21-1021,2020-05-01,40,Oklahoma,61,40710
21-1022,2020-05-01,40,Oklahoma,61,49030
29-1051,2020-05-01,40,Oklahoma,61,112840
29-1141,2020-05-01,40,Oklahoma,61,47690
29-1171,2020-05-01,40,Oklahoma,61,102610
31-1131,2020-05-01,40,Oklahoma,61,27460
21-1021,2020-05-01,41,Oregon,61,59790
29-1051,2020-05-01,41,Oregon,61,148130
29-1141,2020-05-01,41,Oregon,61,102320
31-1131,2020-05-01,41,Oregon,61,40800
21-1021,2020-05-01,42,Pennsylvania,61,60520
21-1022,2020-05-01,42,Pennsylvania,61,51670
21-1023,2020-05-01,42,Pennsylvania,61,46070
29-1071,2020-05-01,42,Pennsylvania,61,107520
29-1141,2020-05-01,42,Pennsylvania,61,59920
29-1171,2020-05-01,42,Pennsylvania,61,98150
29-1215,2020-05-01,42,Pennsylvania,61,191780
31-1131,2020-05-01,42,Pennsylvania,61,33360
21-1021,2020-05-01,44,Rhode Island,61,74480
29-1141,2020-05-01,44,Rhode Island,61,77060
29-1171,2020-05-01,44,Rhode Island,61,108870
21-1021,2020-05-01,45,South Carolina,61,45840
21-1022,2020-05-01,45,South Carolina,61,60580
29-1141,2020-05-01,45,South Carolina,61,66570
29-1171,2020-05-01,45,South Carolina,61,103660
31-1131,2020-05-01,45,South Carolina,61,20740
21-1021,2020-05-01,46,South Dakota,61,39700
29-1141,2020-05-01,46,South Dakota,61,46200
21-1021,2020-05-01,47,Tennessee,61,48410
21-1029,2020-05-01,47,Tennessee,61,55100
29-1141,2020-05-01,47,Tennessee,61,50560
29-1171,2020-05-01,47,Tennessee,61,57340
29-1216,2020-05-01,47,Tennessee,61,57010
31-1131,2020-05-01,47,Tennessee,61,41520
21-1021,2020-05-01,48,Texas,61,57680
21-1022,2020-05-01,48,Texas,61,67380
21-1023,2020-05-01,48,Texas,61,47980
21-1029,2020-05-01,48,Texas,61,47750
29-1021,2020-05-01,48,Texas,61,115320
29-1051,2020-05-01,48,Texas,61,135570
29-1071,2020-05-01,48,Texas,61,121420
29-1141,2020-05-01,48,Texas,61,68760
29-1171,2020-05-01,48,Texas,61,118700
29-1211,2020-05-01,48,Texas,61,63330
29-1215,2020-05-01,48,Texas,61,116090
29-1216,2020-05-01,48,Texas,61,197360
29-1218,2020-05-01,48,Texas,61,127170
29-1221,2020-05-01,48,Texas,61,94820
29-1223,2020-05-01,48,Texas,61,125760
29-1248,2020-05-01,48,Texas,61,129000
31-1131,2020-05-01,48,Texas,61,28210
21-1021,2020-05-01,49,Utah,61,46070
21-1023,2020-05-01,49,Utah,61,53310
29-1141,2020-05-01,49,Utah,61,65590
29-1171,2020-05-01,49,Utah,61,99190
31-1131,2020-05-01,49,Utah,61,59040
21-1021,2020-05-01,50,Vermont,61,48770
29-1141,2020-05-01,50,Vermont,61,59730
21-1021,2020-05-01,51,Virginia,61,72290
21-1022,2020-05-01,51,Virginia,61,65410
21-1023,2020-05-01,51,Virginia,61,52950
29-1141,2020-05-01,51,Virginia,61,63640
29-1171,2020-05-01,51,Virginia,61,96980
31-1131,2020-05-01,51,Virginia,61,28670
21-1021,2020-05-01,53,Washington,61,72140
29-1071,2020-05-01,53,Washington,61,127190
29-1141,2020-05-01,53,Washington,61,91380
29-1171,2020-05-01,53,Washington,61,126830
31-1131,2020-05-01,53,Washington,61,38370
21-1021,2020-05-01,54,West Virginia,61,50920
29-1141,2020-05-01,54,West Virginia,61,48780
21-1021,2020-05-01,55,Wisconsin,61,55140
29-1071,2020-05-01,55,Wisconsin,61,117370
29-1141,2020-05-01,55,Wisconsin,61,62690
29-1171,2020-05-01,55,Wisconsin,61,113920
21-1021,2020-05-01,56,Wyoming,61,62180
29-1141,2020-05-01,56,Wyoming,61,56560
21-1021,2020-05-01,72,Puerto Rico,61,35980
29-1141,2020-05-01,72,Puerto Rico,61,35380
21-1021,2020-05-01,1,Alabama,62,36690
21-1022,2020-05-01,1,Alabama,62,49270
21-1023,2020-05-01,1,Alabama,62,34020
21-1029,2020-05-01,1,Alabama,62,24830
29-1021,2020-05-01,1,Alabama,62,169790
29-1051,2020-05-01,1,Alabama,62,126050
29-1071,2020-05-01,1,Alabama,62,92380
29-1141,2020-05-01,1,Alabama,62,58240
29-1151,2020-05-01,1,Alabama,62,160150
29-1171,2020-05-01,1,Alabama,62,98280
29-1221,2020-05-01,1,Alabama,62,169770
29-1223,2020-05-01,1,Alabama,62,156470
31-1131,2020-05-01,1,Alabama,62,24360
21-1021,2020-05-01,2,Alaska,62,44660
21-1022,2020-05-01,2,Alaska,62,65400
21-1023,2020-05-01,2,Alaska,62,45320
21-1029,2020-05-01,2,Alaska,62,45390
29-1051,2020-05-01,2,Alaska,62,152300
29-1071,2020-05-01,2,Alaska,62,137270
29-1141,2020-05-01,2,Alaska,62,93270
29-1171,2020-05-01,2,Alaska,62,117470
29-1223,2020-05-01,2,Alaska,62,111790
31-1131,2020-05-01,2,Alaska,62,40290
21-1021,2020-05-01,4,Arizona,62,40530
21-1022,2020-05-01,4,Arizona,62,61740
21-1023,2020-05-01,4,Arizona,62,39780
21-1029,2020-05-01,4,Arizona,62,36230
29-1021,2020-05-01,4,Arizona,62,170730
29-1051,2020-05-01,4,Arizona,62,133720
29-1071,2020-05-01,4,Arizona,62,115910
29-1141,2020-05-01,4,Arizona,62,78860
29-1151,2020-05-01,4,Arizona,62,179560
29-1171,2020-05-01,4,Arizona,62,116160
29-1221,2020-05-01,4,Arizona,62,193130
31-1131,2020-05-01,4,Arizona,62,33450
21-1021,2020-05-01,5,Arkansas,62,37100
21-1022,2020-05-01,5,Arkansas,62,52850
21-1023,2020-05-01,5,Arkansas,62,34280
29-1021,2020-05-01,5,Arkansas,62,145510
29-1051,2020-05-01,5,Arkansas,62,124760
29-1071,2020-05-01,5,Arkansas,62,104070
29-1141,2020-05-01,5,Arkansas,62,61380
29-1151,2020-05-01,5,Arkansas,62,133810
29-1171,2020-05-01,5,Arkansas,62,102060
29-1221,2020-05-01,5,Arkansas,62,190800
29-1223,2020-05-01,5,Arkansas,62,64620
31-1131,2020-05-01,5,Arkansas,62,25280
21-1021,2020-05-01,6,California,62,44810
21-1022,2020-05-01,6,California,62,77100
21-1023,2020-05-01,6,California,62,61710
21-1029,2020-05-01,6,California,62,54700
29-1021,2020-05-01,6,California,62,140620
29-1023,2020-05-01,6,California,62,205980
29-1051,2020-05-01,6,California,62,162940
29-1071,2020-05-01,6,California,62,130090
29-1141,2020-05-01,6,California,62,118790
29-1171,2020-05-01,6,California,62,134980
29-1216,2020-05-01,6,California,62,203360
29-1221,2020-05-01,6,California,62,201670
31-1131,2020-05-01,6,California,62,37270
21-1021,2020-05-01,8,Colorado,62,42340
21-1022,2020-05-01,8,Colorado,62,57150
21-1023,2020-05-01,8,Colorado,62,44690
21-1029,2020-05-01,8,Colorado,62,39900
29-1021,2020-05-01,8,Colorado,62,145120
29-1051,2020-05-01,8,Colorado,62,141680
29-1071,2020-05-01,8,Colorado,62,109140
29-1141,2020-05-01,8,Colorado,62,75760
29-1151,2020-05-01,8,Colorado,62,180740
29-1171,2020-05-01,8,Colorado,62,111700
29-1215,2020-05-01,8,Colorado,62,198990
29-1216,2020-05-01,8,Colorado,62,206750
29-1221,2020-05-01,8,Colorado,62,167790
31-1131,2020-05-01,8,Colorado,62,34670
21-1021,2020-05-01,9,Connecticut,62,45220
21-1022,2020-05-01,9,Connecticut,62,71680
21-1023,2020-05-01,9,Connecticut,62,59620
21-1029,2020-05-01,9,Connecticut,62,60640
29-1051,2020-05-01,9,Connecticut,62,124090
29-1071,2020-05-01,9,Connecticut,62,140760
29-1141,2020-05-01,9,Connecticut,62,83090
29-1151,2020-05-01,9,Connecticut,62,198650
29-1171,2020-05-01,9,Connecticut,62,118300
29-1215,2020-05-01,9,Connecticut,62,200560
29-1221,2020-05-01,9,Connecticut,62,180290
31-1131,2020-05-01,9,Connecticut,62,34780
21-1021,2020-05-01,10,Delaware,62,39190
21-1022,2020-05-01,10,Delaware,62,55680
21-1023,2020-05-01,10,Delaware,62,56390
29-1021,2020-05-01,10,Delaware,62,206480
29-1051,2020-05-01,10,Delaware,62,129760
29-1071,2020-05-01,10,Delaware,62,108680
29-1141,2020-05-01,10,Delaware,62,71500
29-1171,2020-05-01,10,Delaware,62,110400
29-1215,2020-05-01,10,Delaware,62,202840
29-1221,2020-05-01,10,Delaware,62,181360
31-1131,2020-05-01,10,Delaware,62,32760
21-1021,2020-05-01,11,District of Columbia,62,52440
21-1022,2020-05-01,11,District of Columbia,62,74800
21-1023,2020-05-01,11,District of Columbia,62,62560
29-1051,2020-05-01,11,District of Columbia,62,130940
29-1071,2020-05-01,11,District of Columbia,62,116750
29-1141,2020-05-01,11,District of Columbia,62,87570
29-1171,2020-05-01,11,District of Columbia,62,114380
29-1215,2020-05-01,11,District of Columbia,62,164770
29-1218,2020-05-01,11,District of Columbia,62,202100
29-1223,2020-05-01,11,District of Columbia,62,100030
31-1131,2020-05-01,11,District of Columbia,62,33800
21-1021,2020-05-01,12,Florida,62,37830
21-1022,2020-05-01,12,Florida,62,53500
21-1023,2020-05-01,12,Florida,62,38980
21-1029,2020-05-01,12,Florida,62,39920
29-1021,2020-05-01,12,Florida,62,148640
29-1051,2020-05-01,12,Florida,62,124930
29-1071,2020-05-01,12,Florida,62,110700
29-1141,2020-05-01,12,Florida,62,66870
29-1151,2020-05-01,12,Florida,62,158710
29-1171,2020-05-01,12,Florida,62,100530
29-1215,2020-05-01,12,Florida,62,193540
29-1221,2020-05-01,12,Florida,62,160920
31-1131,2020-05-01,12,Florida,62,27930
21-1021,2020-05-01,13,Georgia,62,38850
21-1022,2020-05-01,13,Georgia,62,52250
21-1023,2020-05-01,13,Georgia,62,43470
21-1029,2020-05-01,13,Georgia,62,57560
29-1021,2020-05-01,13,Georgia,62,160190
29-1029,2020-05-01,13,Georgia,62,79240
29-1051,2020-05-01,13,Georgia,62,128030
29-1071,2020-05-01,13,Georgia,62,108490
29-1141,2020-05-01,13,Georgia,62,69730
29-1151,2020-05-01,13,Georgia,62,184310
29-1171,2020-05-01,13,Georgia,62,104120
29-1221,2020-05-01,13,Georgia,62,132930
31-1131,2020-05-01,13,Georgia,62,26180
21-1021,2020-05-01,15,Hawaii,62,43230
21-1022,2020-05-01,15,Hawaii,62,73550
21-1023,2020-05-01,15,Hawaii,62,49570
29-1021,2020-05-01,15,Hawaii,62,180090
29-1051,2020-05-01,15,Hawaii,62,141620
29-1071,2020-05-01,15,Hawaii,62,118020
29-1141,2020-05-01,15,Hawaii,62,111690
29-1151,2020-05-01,15,Hawaii,62,197180
29-1171,2020-05-01,15,Hawaii,62,124700
29-1221,2020-05-01,15,Hawaii,62,172000
31-1131,2020-05-01,15,Hawaii,62,37830
21-1021,2020-05-01,16,Idaho,62,39280
21-1022,2020-05-01,16,Idaho,62,55470
21-1023,2020-05-01,16,Idaho,62,46780
29-1021,2020-05-01,16,Idaho,62,192380
29-1051,2020-05-01,16,Idaho,62,127890
29-1071,2020-05-01,16,Idaho,62,112040
29-1141,2020-05-01,16,Idaho,62,71120
29-1151,2020-05-01,16,Idaho,62,153110
29-1171,2020-05-01,16,Idaho,62,115660
29-1216,2020-05-01,16,Idaho,62,56910
29-1221,2020-05-01,16,Idaho,62,174920
31-1131,2020-05-01,16,Idaho,62,28890
21-1021,2020-05-01,17,Illinois,62,41520
21-1022,2020-05-01,17,Illinois,62,55450
21-1023,2020-05-01,17,Illinois,62,51170
21-1029,2020-05-01,17,Illinois,62,64370
29-1021,2020-05-01,17,Illinois,62,182780
29-1023,2020-05-01,17,Illinois,62,154590
29-1051,2020-05-01,17,Illinois,62,130650
29-1071,2020-05-01,17,Illinois,62,108170
29-1141,2020-05-01,17,Illinois,62,72290
29-1151,2020-05-01,17,Illinois,62,195530
29-1171,2020-05-01,17,Illinois,62,111160
29-1215,2020-05-01,17,Illinois,62,204020
31-1131,2020-05-01,17,Illinois,62,30070
21-1021,2020-05-01,18,Indiana,62,37400
21-1022,2020-05-01,18,Indiana,62,55430
21-1023,2020-05-01,18,Indiana,62,42750
21-1029,2020-05-01,18,Indiana,62,37960
29-1021,2020-05-01,18,Indiana,62,152620
29-1051,2020-05-01,18,Indiana,62,126210
29-1071,2020-05-01,18,Indiana,62,105510
29-1141,2020-05-01,18,Indiana,62,64940
29-1151,2020-05-01,18,Indiana,62,162300
29-1171,2020-05-01,18,Indiana,62,109550
29-1221,2020-05-01,18,Indiana,62,190460
31-1131,2020-05-01,18,Indiana,62,29070
21-1021,2020-05-01,19,Iowa,62,37670
21-1022,2020-05-01,19,Iowa,62,54040
21-1023,2020-05-01,19,Iowa,62,46200
21-1029,2020-05-01,19,Iowa,62,38560
29-1021,2020-05-01,19,Iowa,62,145090
29-1051,2020-05-01,19,Iowa,62,125520
29-1071,2020-05-01,19,Iowa,62,115140
29-1141,2020-05-01,19,Iowa,62,60840
29-1151,2020-05-01,19,Iowa,62,192970
29-1171,2020-05-01,19,Iowa,62,105440
31-1131,2020-05-01,19,Iowa,62,30190
21-1021,2020-05-01,20,Kansas,62,40050
21-1022,2020-05-01,20,Kansas,62,57160
21-1023,2020-05-01,20,Kansas,62,42470
29-1021,2020-05-01,20,Kansas,62,146510
29-1051,2020-05-01,20,Kansas,62,126920
29-1071,2020-05-01,20,Kansas,62,105980
29-1141,2020-05-01,20,Kansas,62,62090
29-1151,2020-05-01,20,Kansas,62,157840
29-1171,2020-05-01,20,Kansas,62,103940
29-1218,2020-05-01,20,Kansas,62,206750
29-1221,2020-05-01,20,Kansas,62,143540
31-1131,2020-05-01,20,Kansas,62,28440
21-1021,2020-05-01,21,Kentucky,62,36880
21-1022,2020-05-01,21,Kentucky,62,52680
21-1023,2020-05-01,21,Kentucky,62,42810
21-1029,2020-05-01,21,Kentucky,62,27690
29-1021,2020-05-01,21,Kentucky,62,96640
29-1051,2020-05-01,21,Kentucky,62,125870
29-1071,2020-05-01,21,Kentucky,62,87770
29-1141,2020-05-01,21,Kentucky,62,62780
29-1151,2020-05-01,21,Kentucky,62,160460
29-1171,2020-05-01,21,Kentucky,62,99620
29-1215,2020-05-01,21,Kentucky,62,172120
29-1221,2020-05-01,21,Kentucky,62,180770
31-1131,2020-05-01,21,Kentucky,62,27660
21-1021,2020-05-01,22,Louisiana,62,43760
21-1022,2020-05-01,22,Louisiana,62,53760
21-1023,2020-05-01,22,Louisiana,62,41650
21-1029,2020-05-01,22,Louisiana,62,49920
29-1021,2020-05-01,22,Louisiana,62,103480
29-1051,2020-05-01,22,Louisiana,62,122650
29-1071,2020-05-01,22,Louisiana,62,95350
29-1141,2020-05-01,22,Louisiana,62,65490
29-1151,2020-05-01,22,Louisiana,62,163790
29-1171,2020-05-01,22,Louisiana,62,106360
29-1215,2020-05-01,22,Louisiana,62,195490
29-1221,2020-05-01,22,Louisiana,62,103440
29-1223,2020-05-01,22,Louisiana,62,78490
31-1131,2020-05-01,22,Louisiana,62,23350
21-1021,2020-05-01,23,Maine,62,55330
21-1022,2020-05-01,23,Maine,62,56440
21-1023,2020-05-01,23,Maine,62,55450
21-1029,2020-05-01,23,Maine,62,49710
29-1051,2020-05-01,23,Maine,62,134510
29-1071,2020-05-01,23,Maine,62,116700
29-1141,2020-05-01,23,Maine,62,69380
29-1151,2020-05-01,23,Maine,62,195480
29-1171,2020-05-01,23,Maine,62,109960
29-1215,2020-05-01,23,Maine,62,191210
29-1221,2020-05-01,23,Maine,62,204010
31-1131,2020-05-01,23,Maine,62,31350
21-1021,2020-05-01,24,Maryland,62,45160
21-1022,2020-05-01,24,Maryland,62,62490
21-1023,2020-05-01,24,Maryland,62,44420
21-1029,2020-05-01,24,Maryland,62,62230
29-1021,2020-05-01,24,Maryland,62,158640
29-1029,2020-05-01,24,Maryland,62,114820
29-1051,2020-05-01,24,Maryland,62,126040
29-1071,2020-05-01,24,Maryland,62,116120
29-1141,2020-05-01,24,Maryland,62,79590
29-1151,2020-05-01,24,Maryland,62,184140
29-1171,2020-05-01,24,Maryland,62,114900
29-1215,2020-05-01,24,Maryland,62,199430
29-1221,2020-05-01,24,Maryland,62,172980
31-1131,2020-05-01,24,Maryland,62,32440
21-1021,2020-05-01,25,Massachusetts,62,42390
21-1022,2020-05-01,25,Massachusetts,62,60020
21-1023,2020-05-01,25,Massachusetts,62,43790
29-1021,2020-05-01,25,Massachusetts,62,198250
29-1029,2020-05-01,25,Massachusetts,62,200940
29-1051,2020-05-01,25,Massachusetts,62,123930
29-1071,2020-05-01,25,Massachusetts,62,118560
29-1141,2020-05-01,25,Massachusetts,62,90820
29-1151,2020-05-01,25,Massachusetts,62,187080
29-1171,2020-05-01,25,Massachusetts,62,124240
29-1216,2020-05-01,25,Massachusetts,62,196160
29-1221,2020-05-01,25,Massachusetts,62,163790
31-1131,2020-05-01,25,Massachusetts,62,35740
21-1021,2020-05-01,26,Michigan,62,41260
21-1022,2020-05-01,26,Michigan,62,57480
21-1023,2020-05-01,26,Michigan,62,46320
21-1029,2020-05-01,26,Michigan,62,39240
29-1023,2020-05-01,26,Michigan,62,133190
29-1051,2020-05-01,26,Michigan,62,129420
29-1071,2020-05-01,26,Michigan,62,111690
29-1141,2020-05-01,26,Michigan,62,72960
29-1151,2020-05-01,26,Michigan,62,202430
29-1171,2020-05-01,26,Michigan,62,107240
29-1216,2020-05-01,26,Michigan,62,172030
29-1218,2020-05-01,26,Michigan,62,203490
29-1221,2020-05-01,26,Michigan,62,88590
29-1223,2020-05-01,26,Michigan,62,201200
31-1131,2020-05-01,26,Michigan,62,31300
21-1021,2020-05-01,27,Minnesota,62,42020
21-1022,2020-05-01,27,Minnesota,62,55370
21-1023,2020-05-01,27,Minnesota,62,52930
21-1029,2020-05-01,27,Minnesota,62,42530
29-1021,2020-05-01,27,Minnesota,62,202080
29-1029,2020-05-01,27,Minnesota,62,141210
29-1051,2020-05-01,27,Minnesota,62,142950
29-1071,2020-05-01,27,Minnesota,62,123410
29-1141,2020-05-01,27,Minnesota,62,79350
29-1151,2020-05-01,27,Minnesota,62,207180
29-1171,2020-05-01,27,Minnesota,62,120720
31-1131,2020-05-01,27,Minnesota,62,35970
21-1021,2020-05-01,28,Mississippi,62,35100
21-1022,2020-05-01,28,Mississippi,62,48100
21-1023,2020-05-01,28,Mississippi,62,37800
21-1029,2020-05-01,28,Mississippi,62,37730
29-1021,2020-05-01,28,Mississippi,62,159610
29-1051,2020-05-01,28,Mississippi,62,127280
29-1071,2020-05-01,28,Mississippi,62,86350
29-1141,2020-05-01,28,Mississippi,62,59900
29-1151,2020-05-01,28,Mississippi,62,177610
29-1171,2020-05-01,28,Mississippi,62,107530
29-1215,2020-05-01,28,Mississippi,62,207380
29-1221,2020-05-01,28,Mississippi,62,194400
