OCC_CODE,REPORT_DATE,AREA,AREA_TITLE,NAICS,VALUE
29-1051,2020-05-01,1,Alabama,42,127540
29-1141,2020-05-01,1,Alabama,42,60460
29-1051,2020-05-01,4,Arizona,42,124970
29-1141,2020-05-01,4,Arizona,42,87540
29-1051,2020-05-01,6,California,42,145150
29-1141,2020-05-01,6,California,42,101700
29-1051,2020-05-01,8,Colorado,42,118450
29-1051,2020-05-01,9,Connecticut,42,126800
29-1141,2020-05-01,9,Connecticut,42,82140
29-1051,2020-05-01,12,Florida,42,123920
29-1141,2020-05-01,12,Florida,42,52770
29-1051,2020-05-01,13,Georgia,42,129860
29-1051,2020-05-01,16,Idaho,42,129840
29-1051,2020-05-01,17,Illinois,42,117210
29-1141,2020-05-01,17,Illinois,42,74790
29-1051,2020-05-01,18,Indiana,42,127030
29-1051,2020-05-01,19,Iowa,42,120350
29-1051,2020-05-01,20,Kansas,42,125530
29-1051,2020-05-01,21,Kentucky,42,124140
29-1141,2020-05-01,21,Kentucky,42,73020
29-1051,2020-05-01,22,Louisiana,42,139960
29-1051,2020-05-01,23,Maine,42,137330
29-1051,2020-05-01,24,Maryland,42,123070
29-1051,2020-05-01,25,Massachusetts,42,127550
29-1051,2020-05-01,29,Missouri,42,134670
29-1051,2020-05-01,31,Nebraska,42,138700
29-1051,2020-05-01,32,Nevada,42,123000
29-1051,2020-05-01,34,New Jersey,42,123300
29-1141,2020-05-01,34,New Jersey,42,67510
29-1051,2020-05-01,36,New York,42,135120
29-1051,2020-05-01,37,North Carolina,42,128060
29-1141,2020-05-01,37,North Carolina,42,68440
29-1051,2020-05-01,39,Ohio,42,125440
29-1051,2020-05-01,40,Oklahoma,42,125210
29-1051,2020-05-01,41,Oregon,42,128250
29-1141,2020-05-01,41,Oregon,42,98050
29-1051,2020-05-01,42,Pennsylvania,42,124130
29-1141,2020-05-01,42,Pennsylvania,42,76790
29-1051,2020-05-01,45,South Carolina,42,121800
29-1051,2020-05-01,47,Tennessee,42,123150
29-1051,2020-05-01,48,Texas,42,128800
29-1141,2020-05-01,48,Texas,42,79870
29-1051,2020-05-01,51,Virginia,42,165970
29-1141,2020-05-01,51,Virginia,42,72380
29-1051,2020-05-01,53,Washington,42,142450
29-1051,2020-05-01,55,Wisconsin,42,135210
29-1051,2020-05-01,72,Puerto Rico,42,96350
29-1141,2020-05-01,6,California,51,105840
29-1051,2020-05-01,1,Alabama,52,121620
29-1141,2020-05-01,1,Alabama,52,63180
21-1022,2020-05-01,4,Arizona,52,52890
29-1051,2020-05-01,4,Arizona,52,127380
29-1141,2020-05-01,4,Arizona,52,80410
29-1141,2020-05-01,5,Arkansas,52,71690
21-1022,2020-05-01,6,California,52,77360
29-1051,2020-05-01,6,California,52,158720
29-1141,2020-05-01,6,California,52,103840
29-1051,2020-05-01,8,Colorado,52,135310
29-1141,2020-05-01,8,Colorado,52,76820
21-1022,2020-05-01,9,Connecticut,52,65770
29-1171,2020-05-01,9,Connecticut,52,129260
29-1141,2020-05-01,10,Delaware,52,78460
29-1141,2020-05-01,11,District of Columbia,52,92990
21-1022,2020-05-01,12,Florida,52,58640
29-1051,2020-05-01,12,Florida,52,122950
29-1141,2020-05-01,12,Florida,52,73050
21-1022,2020-05-01,13,Georgia,52,74230
29-1141,2020-05-01,13,Georgia,52,79510
21-1022,2020-05-01,15,Hawaii,52,78480
29-1141,2020-05-01,15,Hawaii,52,91810
29-1141,2020-05-01,16,Idaho,52,70890
21-1022,2020-05-01,17,Illinois,52,60160
29-1141,2020-05-01,17,Illinois,52,74650
21-1022,2020-05-01,18,Indiana,52,68170
29-1141,2020-05-01,18,Indiana,52,73100
21-1022,2020-05-01,19,Iowa,52,57250
29-1141,2020-05-01,19,Iowa,52,65280
29-1171,2020-05-01,19,Iowa,52,110930
21-1022,2020-05-01,20,Kansas,52,55930
29-1051,2020-05-01,20,Kansas,52,128330
29-1141,2020-05-01,20,Kansas,52,70690
21-1022,2020-05-01,21,Kentucky,52,48400
29-1141,2020-05-01,21,Kentucky,52,68080
29-1141,2020-05-01,22,Louisiana,52,71310
29-1141,2020-05-01,23,Maine,52,78870
29-1171,2020-05-01,24,Maryland,52,120710
29-1051,2020-05-01,25,Massachusetts,52,121840
29-1141,2020-05-01,25,Massachusetts,52,92750
21-1022,2020-05-01,26,Michigan,52,60790
29-1051,2020-05-01,26,Michigan,52,125860
29-1141,2020-05-01,26,Michigan,52,74800
21-1022,2020-05-01,27,Minnesota,52,69160
29-1051,2020-05-01,27,Minnesota,52,131240
29-1141,2020-05-01,27,Minnesota,52,78300
29-1171,2020-05-01,27,Minnesota,52,122130
29-1141,2020-05-01,28,Mississippi,52,59130
21-1022,2020-05-01,29,Missouri,52,64240
29-1051,2020-05-01,29,Missouri,52,129070
29-1141,2020-05-01,29,Missouri,52,75670
29-1141,2020-05-01,30,Montana,52,82090
29-1051,2020-05-01,31,Nebraska,52,112470
29-1141,2020-05-01,31,Nebraska,52,73090
29-1141,2020-05-01,32,Nevada,52,79410
29-1141,2020-05-01,33,New Hampshire,52,81860
21-1022,2020-05-01,34,New Jersey,52,58530
21-1023,2020-05-01,34,New Jersey,52,75590
29-1051,2020-05-01,34,New Jersey,52,121180
29-1141,2020-05-01,34,New Jersey,52,87560
29-1171,2020-05-01,34,New Jersey,52,112440
21-1022,2020-05-01,35,New Mexico,52,95490
29-1051,2020-05-01,35,New Mexico,52,124620
29-1141,2020-05-01,35,New Mexico,52,78760
21-1022,2020-05-01,36,New York,52,79710
29-1051,2020-05-01,36,New York,52,124250
29-1141,2020-05-01,36,New York,52,86250
29-1171,2020-05-01,36,New York,52,127940
21-1022,2020-05-01,37,North Carolina,52,77120
29-1141,2020-05-01,37,North Carolina,52,75160
29-1141,2020-05-01,38,North Dakota,52,73090
21-1022,2020-05-01,39,Ohio,52,66410
29-1051,2020-05-01,39,Ohio,52,127100
29-1141,2020-05-01,39,Ohio,52,75770
29-1051,2020-05-01,40,Oklahoma,52,119480
21-1022,2020-05-01,41,Oregon,52,73000
29-1051,2020-05-01,41,Oregon,52,153180
29-1141,2020-05-01,41,Oregon,52,99410
21-1022,2020-05-01,42,Pennsylvania,52,58610
29-1051,2020-05-01,42,Pennsylvania,52,122960
29-1141,2020-05-01,42,Pennsylvania,52,76870
29-1141,2020-05-01,44,Rhode Island,52,78790
29-1141,2020-05-01,45,South Carolina,52,70060
29-1051,2020-05-01,46,South Dakota,52,125930
21-1022,2020-05-01,47,Tennessee,52,66140
29-1051,2020-05-01,47,Tennessee,52,130410
29-1141,2020-05-01,47,Tennessee,52,68790
29-1171,2020-05-01,47,Tennessee,52,67280
21-1022,2020-05-01,48,Texas,52,57570
21-1023,2020-05-01,48,Texas,52,55470
29-1051,2020-05-01,48,Texas,52,126070
29-1141,2020-05-01,48,Texas,52,77890
29-1171,2020-05-01,48,Texas,52,96690
21-1022,2020-05-01,49,Utah,52,72230
29-1141,2020-05-01,49,Utah,52,77660
21-1022,2020-05-01,51,Virginia,52,53520
29-1141,2020-05-01,51,Virginia,52,75540
29-1171,2020-05-01,51,Virginia,52,102910
21-1022,2020-05-01,53,Washington,52,74340
29-1051,2020-05-01,53,Washington,52,128370
29-1141,2020-05-01,53,Washington,52,83300
29-1141,2020-05-01,54,West Virginia,52,62340
29-1141,2020-05-01,55,Wisconsin,52,74610
29-1171,2020-05-01,55,Wisconsin,52,111050
21-1022,2020-05-01,72,Puerto Rico,52,36010
29-1141,2020-05-01,72,Puerto Rico,52,36900
29-1141,2020-05-01,1,Alabama,53,48780
29-1141,2020-05-01,29,Missouri,53,58590
29-1141,2020-05-01,36,New York,53,61920
29-1141,2020-05-01,51,Virginia,53,57150
21-1021,2020-05-01,72,Puerto Rico,53,23940
21-1029,2020-05-01,72,Puerto Rico,53,22170
29-1141,2020-05-01,1,Alabama,54,60710
29-1141,2020-05-01,4,Arizona,54,84310
21-1023,2020-05-01,6,California,54,62510
29-1141,2020-05-01,6,California,54,101620
29-1171,2020-05-01,6,California,54,129770
21-1022,2020-05-01,8,Colorado,54,63770
29-1141,2020-05-01,8,Colorado,54,75280
29-1141,2020-05-01,9,Connecticut,54,69670
21-1022,2020-05-01,12,Florida,54,56990
21-1029,2020-05-01,12,Florida,54,57730
29-1051,2020-05-01,12,Florida,54,131770
29-1141,2020-05-01,12,Florida,54,73190
29-1171,2020-05-01,12,Florida,54,107960
29-1141,2020-05-01,13,Georgia,54,74350
29-1171,2020-05-01,13,Georgia,54,111650
29-1141,2020-05-01,16,Idaho,54,76870
29-1141,2020-05-01,17,Illinois,54,78100
29-1051,2020-05-01,18,Indiana,54,119980
29-1141,2020-05-01,18,Indiana,54,64180
29-1141,2020-05-01,19,Iowa,54,67850
29-1051,2020-05-01,20,Kansas,54,128350
29-1141,2020-05-01,20,Kansas,54,72880
29-1171,2020-05-01,20,Kansas,54,90670
29-1141,2020-05-01,22,Louisiana,54,63900
29-1141,2020-05-01,24,Maryland,54,88430
29-1171,2020-05-01,24,Maryland,54,103810
21-1022,2020-05-01,25,Massachusetts,54,72310
29-1051,2020-05-01,25,Massachusetts,54,141420
29-1141,2020-05-01,25,Massachusetts,54,87360
29-1171,2020-05-01,25,Massachusetts,54,121780
21-1023,2020-05-01,26,Michigan,54,47850
29-1141,2020-05-01,26,Michigan,54,74680
29-1141,2020-05-01,27,Minnesota,54,81150
29-1141,2020-05-01,28,Mississippi,54,49940
29-1141,2020-05-01,29,Missouri,54,58750
29-1141,2020-05-01,31,Nebraska,54,71820
29-1141,2020-05-01,32,Nevada,54,98140
29-1051,2020-05-01,34,New Jersey,54,113270
29-1141,2020-05-01,34,New Jersey,54,78860
29-1141,2020-05-01,35,New Mexico,54,82230
21-1021,2020-05-01,36,New York,54,51690
21-1022,2020-05-01,36,New York,54,55890
21-1023,2020-05-01,36,New York,54,51580
21-1029,2020-05-01,36,New York,54,72480
29-1071,2020-05-01,36,New York,54,121850
29-1141,2020-05-01,36,New York,54,85270
29-1171,2020-05-01,36,New York,54,116710
29-1223,2020-05-01,36,New York,54,172180
31-1131,2020-05-01,36,New York,54,40150
29-1141,2020-05-01,37,North Carolina,54,70260
29-1141,2020-05-01,38,North Dakota,54,70070
21-1021,2020-05-01,39,Ohio,54,51720
21-1023,2020-05-01,39,Ohio,54,31610
29-1141,2020-05-01,39,Ohio,54,68200
29-1171,2020-05-01,39,Ohio,54,99010
29-1141,2020-05-01,40,Oklahoma,54,61130
29-1051,2020-05-01,41,Oregon,54,126730
29-1141,2020-05-01,41,Oregon,54,94710
21-1021,2020-05-01,42,Pennsylvania,54,48590
29-1071,2020-05-01,42,Pennsylvania,54,101530
29-1141,2020-05-01,42,Pennsylvania,54,79200
29-1141,2020-05-01,45,South Carolina,54,68760
29-1141,2020-05-01,47,Tennessee,54,73060
29-1171,2020-05-01,47,Tennessee,54,97940
21-1022,2020-05-01,48,Texas,54,59230
21-1029,2020-05-01,48,Texas,54,41530
29-1051,2020-05-01,48,Texas,54,126370
29-1141,2020-05-01,48,Texas,54,70000
29-1171,2020-05-01,48,Texas,54,107090
29-1051,2020-05-01,51,Virginia,54,110550
29-1141,2020-05-01,51,Virginia,54,78760
29-1051,2020-05-01,53,Washington,54,131460
29-1141,2020-05-01,53,Washington,54,93600
29-1141,2020-05-01,55,Wisconsin,54,76130
29-1141,2020-05-01,1,Alabama,55,51430
29-1051,2020-05-01,4,Arizona,55,123840
29-1141,2020-05-01,4,Arizona,55,89400
29-1141,2020-05-01,5,Arkansas,55,73870
21-1021,2020-05-01,6,California,55,52060
21-1022,2020-05-01,6,California,55,78860
21-1023,2020-05-01,6,California,55,51200
21-1029,2020-05-01,6,California,55,58920
29-1021,2020-05-01,6,California,55,161860
29-1051,2020-05-01,6,California,55,156780
29-1071,2020-05-01,6,California,55,126140
29-1141,2020-05-01,6,California,55,111790
29-1171,2020-05-01,6,California,55,131230
31-1131,2020-05-01,6,California,55,37990
29-1051,2020-05-01,8,Colorado,55,126480
29-1141,2020-05-01,8,Colorado,55,74840
21-1021,2020-05-01,9,Connecticut,55,49600
21-1023,2020-05-01,9,Connecticut,55,42150
29-1141,2020-05-01,9,Connecticut,55,91790
21-1022,2020-05-01,12,Florida,55,51690
21-1023,2020-05-01,12,Florida,55,38550
29-1051,2020-05-01,12,Florida,55,129500
29-1071,2020-05-01,12,Florida,55,100680
29-1141,2020-05-01,12,Florida,55,74580
29-1171,2020-05-01,12,Florida,55,99980
21-1021,2020-05-01,13,Georgia,55,49560
29-1051,2020-05-01,13,Georgia,55,120670
29-1141,2020-05-01,13,Georgia,55,75980
29-1171,2020-05-01,13,Georgia,55,134670
29-1051,2020-05-01,15,Hawaii,55,143270
29-1141,2020-05-01,15,Hawaii,55,119110
21-1021,2020-05-01,17,Illinois,55,45660
29-1051,2020-05-01,17,Illinois,55,138550
29-1141,2020-05-01,17,Illinois,55,76840
29-1141,2020-05-01,18,Indiana,55,60700
29-1141,2020-05-01,19,Iowa,55,59200
29-1051,2020-05-01,20,Kansas,55,130600
29-1141,2020-05-01,20,Kansas,55,62870
29-1051,2020-05-01,21,Kentucky,55,126930
29-1141,2020-05-01,21,Kentucky,55,79520
29-1171,2020-05-01,21,Kentucky,55,90460
29-1141,2020-05-01,22,Louisiana,55,73010
21-1023,2020-05-01,23,Maine,55,57890
29-1141,2020-05-01,23,Maine,55,65480
29-1141,2020-05-01,24,Maryland,55,86640
21-1021,2020-05-01,25,Massachusetts,55,49300
21-1023,2020-05-01,25,Massachusetts,55,34180
29-1141,2020-05-01,25,Massachusetts,55,79700
29-1141,2020-05-01,26,Michigan,55,72560
21-1021,2020-05-01,27,Minnesota,55,49270
21-1022,2020-05-01,27,Minnesota,55,71890
29-1051,2020-05-01,27,Minnesota,55,145470
29-1071,2020-05-01,27,Minnesota,55,124930
29-1141,2020-05-01,27,Minnesota,55,83720
29-1171,2020-05-01,27,Minnesota,55,120120
31-1131,2020-05-01,27,Minnesota,55,40710
21-1022,2020-05-01,28,Mississippi,55,35240
29-1141,2020-05-01,28,Mississippi,55,59970
21-1021,2020-05-01,29,Missouri,55,35470
21-1022,2020-05-01,29,Missouri,55,39190
29-1051,2020-05-01,29,Missouri,55,128320
29-1141,2020-05-01,29,Missouri,55,76510
29-1141,2020-05-01,31,Nebraska,55,74120
31-1131,2020-05-01,31,Nebraska,55,31080
21-1022,2020-05-01,32,Nevada,55,74880
29-1141,2020-05-01,32,Nevada,55,87890
29-1171,2020-05-01,32,Nevada,55,105600
29-1141,2020-05-01,33,New Hampshire,55,77310
29-1141,2020-05-01,34,New Jersey,55,87200
21-1021,2020-05-01,36,New York,55,62780
21-1022,2020-05-01,36,New York,55,51570
21-1023,2020-05-01,36,New York,55,50840
29-1051,2020-05-01,36,New York,55,132930
29-1141,2020-05-01,36,New York,55,88950
21-1021,2020-05-01,37,North Carolina,55,39190
21-1021,2020-05-01,39,Ohio,55,44630
21-1022,2020-05-01,39,Ohio,55,68110
29-1051,2020-05-01,39,Ohio,55,123190
29-1141,2020-05-01,39,Ohio,55,76170
29-1171,2020-05-01,39,Ohio,55,96800
21-1023,2020-05-01,40,Oklahoma,55,32390
29-1051,2020-05-01,40,Oklahoma,55,125020
29-1141,2020-05-01,40,Oklahoma,55,70340
29-1171,2020-05-01,40,Oklahoma,55,111850
21-1021,2020-05-01,41,Oregon,55,45370
21-1029,2020-05-01,41,Oregon,55,48890
29-1051,2020-05-01,41,Oregon,55,124570
29-1141,2020-05-01,41,Oregon,55,112510
21-1021,2020-05-01,42,Pennsylvania,55,39240
21-1022,2020-05-01,42,Pennsylvania,55,53150
21-1023,2020-05-01,42,Pennsylvania,55,34800
21-1029,2020-05-01,42,Pennsylvania,55,46590
29-1051,2020-05-01,42,Pennsylvania,55,124780
29-1141,2020-05-01,42,Pennsylvania,55,75650
31-1131,2020-05-01,42,Pennsylvania,55,32970
29-1051,2020-05-01,44,Rhode Island,55,139170
29-1141,2020-05-01,44,Rhode Island,55,92990
21-1022,2020-05-01,45,South Carolina,55,41860
29-1051,2020-05-01,45,South Carolina,55,120280
29-1141,2020-05-01,45,South Carolina,55,66380
29-1171,2020-05-01,45,South Carolina,55,105060
21-1021,2020-05-01,46,South Dakota,55,49550
29-1141,2020-05-01,46,South Dakota,55,72620
29-1051,2020-05-01,47,Tennessee,55,126250
29-1141,2020-05-01,47,Tennessee,55,64810
29-1171,2020-05-01,47,Tennessee,55,97740
29-1216,2020-05-01,47,Tennessee,55,194250
31-1131,2020-05-01,47,Tennessee,55,27270
21-1021,2020-05-01,48,Texas,55,36090
21-1022,2020-05-01,48,Texas,55,39710
29-1051,2020-05-01,48,Texas,55,131450
29-1141,2020-05-01,48,Texas,55,75970
21-1022,2020-05-01,51,Virginia,55,62030
29-1051,2020-05-01,51,Virginia,55,137650
29-1141,2020-05-01,51,Virginia,55,84550
29-1171,2020-05-01,51,Virginia,55,120870
31-1131,2020-05-01,51,Virginia,55,29050
21-1022,2020-05-01,53,Washington,55,79190
29-1141,2020-05-01,53,Washington,55,84960
29-1171,2020-05-01,53,Washington,55,127370
29-1141,2020-05-01,54,West Virginia,55,72570
21-1022,2020-05-01,55,Wisconsin,55,53670
29-1141,2020-05-01,55,Wisconsin,55,77140
21-1022,2020-05-01,72,Puerto Rico,55,29270
29-1141,2020-05-01,72,Puerto Rico,55,31070
29-1141,2020-05-01,1,Alabama,56,59670
31-1131,2020-05-01,1,Alabama,56,23200
21-1021,2020-05-01,4,Arizona,56,38030
21-1022,2020-05-01,4,Arizona,56,29170
29-1051,2020-05-01,4,Arizona,56,129020
29-1071,2020-05-01,4,Arizona,56,119040
29-1141,2020-05-01,4,Arizona,56,63970
29-1171,2020-05-01,4,Arizona,56,124870
29-1216,2020-05-01,4,Arizona,56,188010
31-1131,2020-05-01,4,Arizona,56,34730
29-1141,2020-05-01,5,Arkansas,56,61910
31-1131,2020-05-01,5,Arkansas,56,28530
21-1021,2020-05-01,6,California,56,58960
21-1022,2020-05-01,6,California,56,91580
29-1051,2020-05-01,6,California,56,153150
29-1071,2020-05-01,6,California,56,131980
29-1141,2020-05-01,6,California,56,99730
29-1171,2020-05-01,6,California,56,142410
31-1131,2020-05-01,6,California,56,37940
21-1022,2020-05-01,8,Colorado,56,64660
29-1071,2020-05-01,8,Colorado,56,142000
29-1141,2020-05-01,8,Colorado,56,76890
29-1171,2020-05-01,8,Colorado,56,107340
31-1131,2020-05-01,8,Colorado,56,30450
29-1141,2020-05-01,9,Connecticut,56,83730
31-1131,2020-05-01,9,Connecticut,56,33960
29-1141,2020-05-01,10,Delaware,56,78030
21-1021,2020-05-01,12,Florida,56,47080
21-1022,2020-05-01,12,Florida,56,51060
21-1023,2020-05-01,12,Florida,56,44440
29-1051,2020-05-01,12,Florida,56,132360
29-1071,2020-05-01,12,Florida,56,108700
29-1141,2020-05-01,12,Florida,56,67650
29-1171,2020-05-01,12,Florida,56,104430
29-1215,2020-05-01,12,Florida,56,195250
31-1131,2020-05-01,12,Florida,56,28650
21-1021,2020-05-01,13,Georgia,56,35030
21-1022,2020-05-01,13,Georgia,56,35190
21-1023,2020-05-01,13,Georgia,56,31410
29-1051,2020-05-01,13,Georgia,56,131610
29-1071,2020-05-01,13,Georgia,56,106500
29-1141,2020-05-01,13,Georgia,56,59390
29-1171,2020-05-01,13,Georgia,56,112100
31-1131,2020-05-01,13,Georgia,56,23430
29-1021,2020-05-01,15,Hawaii,56,147650
29-1141,2020-05-01,15,Hawaii,56,59530
31-1131,2020-05-01,15,Hawaii,56,41300
29-1141,2020-05-01,16,Idaho,56,69260
31-1131,2020-05-01,16,Idaho,56,29220
21-1021,2020-05-01,17,Illinois,56,82120
21-1022,2020-05-01,17,Illinois,56,73830
29-1051,2020-05-01,17,Illinois,56,129820
29-1141,2020-05-01,17,Illinois,56,75890
29-1171,2020-05-01,17,Illinois,56,128090
31-1131,2020-05-01,17,Illinois,56,29440
21-1022,2020-05-01,18,Indiana,56,44060
29-1141,2020-05-01,18,Indiana,56,63530
31-1131,2020-05-01,18,Indiana,56,33700
29-1141,2020-05-01,19,Iowa,56,58190
31-1131,2020-05-01,19,Iowa,56,33460
29-1141,2020-05-01,20,Kansas,56,68790
29-1171,2020-05-01,20,Kansas,56,105670
31-1131,2020-05-01,20,Kansas,56,29310
29-1141,2020-05-01,21,Kentucky,56,54610
29-1171,2020-05-01,21,Kentucky,56,103920
31-1131,2020-05-01,21,Kentucky,56,29670
29-1051,2020-05-01,22,Louisiana,56,134900
29-1141,2020-05-01,22,Louisiana,56,68800
31-1131,2020-05-01,22,Louisiana,56,24070
29-1141,2020-05-01,23,Maine,56,70710
31-1131,2020-05-01,23,Maine,56,36420
21-1022,2020-05-01,24,Maryland,56,64960
29-1051,2020-05-01,24,Maryland,56,117730
29-1071,2020-05-01,24,Maryland,56,119760
29-1141,2020-05-01,24,Maryland,56,70150
29-1171,2020-05-01,24,Maryland,56,116880
31-1131,2020-05-01,24,Maryland,56,32420
29-1141,2020-05-01,25,Massachusetts,56,80760
29-1171,2020-05-01,25,Massachusetts,56,123500
31-1131,2020-05-01,25,Massachusetts,56,36750
29-1141,2020-05-01,26,Michigan,56,73160
31-1131,2020-05-01,26,Michigan,56,29650
29-1141,2020-05-01,27,Minnesota,56,71910
31-1131,2020-05-01,27,Minnesota,56,36330
29-1141,2020-05-01,28,Mississippi,56,74410
31-1131,2020-05-01,28,Mississippi,56,27540
29-1141,2020-05-01,29,Missouri,56,66660
29-1171,2020-05-01,29,Missouri,56,105250
31-1131,2020-05-01,29,Missouri,56,27800
29-1141,2020-05-01,30,Montana,56,73100
31-1131,2020-05-01,30,Montana,56,34200
29-1141,2020-05-01,31,Nebraska,56,70850
31-1131,2020-05-01,31,Nebraska,56,31430
29-1141,2020-05-01,32,Nevada,56,83180
29-1141,2020-05-01,33,New Hampshire,56,60060
31-1131,2020-05-01,33,New Hampshire,56,38260
29-1051,2020-05-01,34,New Jersey,56,118130
29-1141,2020-05-01,34,New Jersey,56,80160
29-1171,2020-05-01,34,New Jersey,56,134970
31-1131,2020-05-01,34,New Jersey,56,27500
29-1071,2020-05-01,35,New Mexico,56,125590
29-1141,2020-05-01,35,New Mexico,56,76380
31-1131,2020-05-01,35,New Mexico,56,31550
21-1021,2020-05-01,36,New York,56,62640
21-1022,2020-05-01,36,New York,56,38720
21-1023,2020-05-01,36,New York,56,48460
29-1051,2020-05-01,36,New York,56,126800
29-1071,2020-05-01,36,New York,56,112840
29-1141,2020-05-01,36,New York,56,81900
29-1171,2020-05-01,36,New York,56,121830
31-1131,2020-05-01,36,New York,56,34810
21-1021,2020-05-01,37,North Carolina,56,49960
21-1022,2020-05-01,37,North Carolina,56,63890
29-1051,2020-05-01,37,North Carolina,56,122930
29-1071,2020-05-01,37,North Carolina,56,119200
29-1141,2020-05-01,37,North Carolina,56,58030
29-1171,2020-05-01,37,North Carolina,56,103260
31-1131,2020-05-01,37,North Carolina,56,27950
21-1021,2020-05-01,39,Ohio,56,56210
29-1051,2020-05-01,39,Ohio,56,115690
29-1071,2020-05-01,39,Ohio,56,97980
29-1141,2020-05-01,39,Ohio,56,65560
29-1171,2020-05-01,39,Ohio,56,101630
31-1131,2020-05-01,39,Ohio,56,29870
29-1051,2020-05-01,40,Oklahoma,56,121220
29-1071,2020-05-01,40,Oklahoma,56,117040
29-1141,2020-05-01,40,Oklahoma,56,61720
29-1171,2020-05-01,40,Oklahoma,56,113630
29-1215,2020-05-01,40,Oklahoma,56,203840
31-1131,2020-05-01,40,Oklahoma,56,30120
21-1022,2020-05-01,41,Oregon,56,70250
29-1051,2020-05-01,41,Oregon,56,126980
29-1141,2020-05-01,41,Oregon,56,76790
31-1131,2020-05-01,41,Oregon,56,43820
21-1022,2020-05-01,42,Pennsylvania,56,55740
29-1051,2020-05-01,42,Pennsylvania,56,108840
29-1141,2020-05-01,42,Pennsylvania,56,73680
29-1171,2020-05-01,42,Pennsylvania,56,104260
31-1131,2020-05-01,42,Pennsylvania,56,31650
29-1051,2020-05-01,44,Rhode Island,56,118340
29-1141,2020-05-01,44,Rhode Island,56,77130
31-1131,2020-05-01,44,Rhode Island,56,31360
21-1022,2020-05-01,45,South Carolina,56,47270
29-1141,2020-05-01,45,South Carolina,56,65790
31-1131,2020-05-01,45,South Carolina,56,26300
29-1141,2020-05-01,46,South Dakota,56,57650
31-1131,2020-05-01,46,South Dakota,56,31640
29-1141,2020-05-01,47,Tennessee,56,60280
31-1131,2020-05-01,47,Tennessee,56,26510
21-1021,2020-05-01,48,Texas,56,43650
21-1022,2020-05-01,48,Texas,56,63350
21-1023,2020-05-01,48,Texas,56,49080
29-1021,2020-05-01,48,Texas,56,165940
29-1051,2020-05-01,48,Texas,56,122880
29-1071,2020-05-01,48,Texas,56,98780
29-1141,2020-05-01,48,Texas,56,75020
29-1151,2020-05-01,48,Texas,56,152370
29-1171,2020-05-01,48,Texas,56,97990
29-1215,2020-05-01,48,Texas,56,200900
31-1131,2020-05-01,48,Texas,56,29090
29-1141,2020-05-01,49,Utah,56,80520
31-1131,2020-05-01,49,Utah,56,36540
29-1141,2020-05-01,50,Vermont,56,55610
21-1022,2020-05-01,51,Virginia,56,47860
29-1051,2020-05-01,51,Virginia,56,121090
29-1071,2020-05-01,51,Virginia,56,119610
29-1141,2020-05-01,51,Virginia,56,71970
29-1171,2020-05-01,51,Virginia,56,106360
31-1131,2020-05-01,51,Virginia,56,30020
29-1051,2020-05-01,53,Washington,56,129760
29-1071,2020-05-01,53,Washington,56,177940
29-1141,2020-05-01,53,Washington,56,81710
31-1131,2020-05-01,53,Washington,56,37060
29-1141,2020-05-01,54,West Virginia,56,66520
31-1131,2020-05-01,54,West Virginia,56,23530
29-1071,2020-05-01,55,Wisconsin,56,131010
29-1141,2020-05-01,55,Wisconsin,56,74720
29-1171,2020-05-01,55,Wisconsin,56,117480
31-1131,2020-05-01,55,Wisconsin,56,31920
29-1141,2020-05-01,56,Wyoming,56,60540
29-1141,2020-05-01,72,Puerto Rico,56,33990
21-1021,2020-05-01,1,Alabama,61,47510
21-1022,2020-05-01,1,Alabama,61,45780
29-1141,2020-05-01,1,Alabama,61,53260
29-1171,2020-05-01,1,Alabama,61,92630
29-1141,2020-05-01,2,Alaska,61,74540
21-1021,2020-05-01,4,Arizona,61,46850
29-1141,2020-05-01,4,Arizona,61,49540
29-1171,2020-05-01,4,Arizona,61,95220
31-1131,2020-05-01,4,Arizona,61,29550
21-1021,2020-05-01,5,Arkansas,61,44120
29-1141,2020-05-01,5,Arkansas,61,43870
21-1021,2020-05-01,6,California,61,55820
21-1022,2020-05-01,6,California,61,84360
21-1023,2020-05-01,6,California,61,88610
21-1029,2020-05-01,6,California,61,43830
29-1051,2020-05-01,6,California,61,149440
29-1071,2020-05-01,6,California,61,120120
29-1141,2020-05-01,6,California,61,102040
29-1171,2020-05-01,6,California,61,145110
31-1131,2020-05-01,6,California,61,35990
21-1021,2020-05-01,8,Colorado,61,68210
21-1029,2020-05-01,8,Colorado,61,47440
29-1071,2020-05-01,8,Colorado,61,121620
29-1141,2020-05-01,8,Colorado,61,81850
31-1131,2020-05-01,8,Colorado,61,37130
21-1021,2020-05-01,9,Connecticut,61,78420
29-1141,2020-05-01,9,Connecticut,61,67560
29-1171,2020-05-01,9,Connecticut,61,120450
31-1131,2020-05-01,9,Connecticut,61,47850
21-1021,2020-05-01,10,Delaware,61,30280
29-1141,2020-05-01,10,Delaware,61,74140
21-1021,2020-05-01,11,District of Columbia,61,83940
29-1141,2020-05-01,11,District of Columbia,61,69360
21-1021,2020-05-01,12,Florida,61,57020
21-1022,2020-05-01,12,Florida,61,50860
29-1071,2020-05-01,12,Florida,61,100760
29-1141,2020-05-01,12,Florida,61,60150
29-1171,2020-05-01,12,Florida,61,97350
